"seq","genus_trusted","specific_epithet_trusted","country_trusted","county","state_province","urls"
20603,"Piper","solmsianum","Brasil","Nova Friburgo","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00147910/TileGroup0/0-0-0.jpg']"
20616,"Piper","tectoniifolium","Brasil","Diamantina","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00127660/TileGroup0/0-0-0.jpg']"
20627,"Piper","truncatum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00209165/TileGroup0/0-0-0.jpg']"
20639,"Piper","umbellatum","Brasil","Monte Belo","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00189895/TileGroup0/0-0-0.jpg']"
20729,"Peperomia","blanda","Brasil","Guarapari","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00186246/TileGroup0/0-0-0.jpg']"
20727,"Piper","crassinervium","Brasil","Domingos Martins","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00085999_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00085999/TileGroup0/0-0-0.jpg']"
20744,"Piper","crassinervium","Brasil","Santa Maria de Jetibá","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00135022/TileGroup0/0-0-0.jpg']"
20746,"Piper","arboreum","Brasil","Santa Teresa","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00135100/TileGroup0/0-0-0.jpg']"
20728,"Piper","arboreum","Brasil","Domingos Martins","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00085964_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00085964/TileGroup0/0-0-0.jpg']"
20737,"Piper","vicosanum","Brasil","Linhares","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00205796/TileGroup0/0-0-0.jpg']"
20753,"Peperomia","urocarpa","Brasil","Santa Teresa","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00135612/TileGroup0/0-0-0.jpg']"
20857,"Piper","glabratum","Brasil","Patrocínio","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00097757/TileGroup0/0-0-0.jpg']"
20788,"Peperomia","decora","Brasil","Belo Horizonte","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00093915/TileGroup0/0-0-0.jpg']"
20798,"Peperomia","alata","Brasil","Caparaó","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00068148/TileGroup0/0-0-0.jpg']"
20810,"Peperomia","crinicaulis","Brasil","Congonhas do Norte","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00131482/TileGroup0/0-0-0.jpg']"
20818,"Peperomia","crinicaulis","Brasil","Diamantina","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00035812/TileGroup0/0-0-0.jpg']"
20817,"Peperomia","blanda","Brasil","Diamantina","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00193656/TileGroup0/0-0-0.jpg']"
20822,"Piper","caldense","Brasil","Faria Lemos","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00186242/TileGroup0/0-0-0.jpg']"
20837,"Peperomia","corcovadensis","Brasil","Juiz de Fora","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00148949/TileGroup0/0-0-0.jpg']"
20845,"Piper","amalago","Brasil","Matozinhos","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00181011/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00181011/TileGroup0/0-0-0.jpg']"
20862,"Peperomia","crinicaulis","Brasil","Presidente Kubitschek","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00041635/TileGroup0/0-0-0.jpg']"
20873,"Piper","aduncum","Brasil","Santana do Riacho","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00080708/TileGroup0/0-0-0.jpg']"
20838,"Piper","caldense","Brasil","Juiz de Fora","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00186255/TileGroup0/0-0-0.jpg']"
20856,"Piper","aduncum","Brasil","Patrocínio","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00097770/TileGroup0/0-0-0.jpg']"
20868,"Peperomia","alata","Brasil","Santa Bárbara","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00047598/TileGroup0/0-0-0.jpg']"
20874,"Piper","aduncum","Brasil","Santana do Riacho","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00070572/TileGroup0/0-0-0.jpg']"
20876,"Piper","aduncum","Brasil","Santana do Riacho","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00067778/TileGroup0/0-0-0.jpg']"
20880,"Piper","cernuum","Brasil","Santana do Riacho","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00019853/TileGroup0/0-0-0.jpg']"
20890,"Peperomia","crinicaulis","Brasil","Santana do Riacho","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00106624/TileGroup0/0-0-0.jpg']"
20887,"Piper","amalago","Brasil","Santana do Riacho","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00179090/TileGroup0/0-0-0.jpg']"
20894,"Peperomia","crinicaulis","Brasil","Santana do Riacho","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00076765/TileGroup0/0-0-0.jpg']"
20904,"Piper","arboreum","Brasil","São Gonçalo do Rio Abaixo","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00160192/TileGroup0/0-0-0.jpg']"
20966,"Piper","amalago","Brasil","Arraial do Cabo","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00206507/TileGroup0/0-0-0.jpg']"
20975,"Piper","arboreum","Brasil","Conceição de Macabu","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00038186/TileGroup0/0-0-0.jpg']"
20893,"Peperomia","crinicaulis","Brasil","Santana do Riacho","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00074018/TileGroup0/0-0-0.jpg']"
20900,"Piper","lhotzkyanum","Brasil","Santa Rita do Sapucaí","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00153357/TileGroup0/0-0-0.jpg']"
20913,"Peperomia","decora","Brasil","São Thomé das Letras","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00135023/TileGroup0/0-0-0.jpg']"
20919,"Piper","caldense","Brasil","Tapiraí","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00096622/TileGroup0/0-0-0.jpg']"
20923,"Piper","aduncum","Brasil","Uberlândia","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00183189/TileGroup0/0-0-0.jpg']"
20926,"Piper","glabratum","Brasil","Uberlândia","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00183195/TileGroup0/0-0-0.jpg']"
20936,"Piper","lucaeanum","Brasil","Viçosa","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00234138/TileGroup0/0-0-0.jpg']"
20924,"Piper","aduncum","Brasil","Uberlândia","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00183188/TileGroup0/0-0-0.jpg']"
20931,"Piper","lucaeanum","Brasil","Viçosa","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00234133/TileGroup0/0-0-0.jpg']"
20967,"Peperomia","blanda","Brasil","Cabo Frio","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00038161/TileGroup0/0-0-0.jpg']"
20971,"Piper","amalago","Brasil","Cabo Frio","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00200558/TileGroup0/0-0-0.jpg']"
20976,"Piper","crassinervium","Brasil","Itatiaia","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00206396/TileGroup0/0-0-0.jpg']"
20991,"Peperomia","urocarpa","Brasil","Paraty","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00115105/TileGroup0/0-0-0.jpg']"
20981,"Piper","rivinoides","Brasil","Nova Iguaçu","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00175150/TileGroup0/0-0-0.jpg']"
20997,"Piper","divaricatum","Brasil","Rio das Ostras","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00148963/TileGroup0/0-0-0.jpg']"
21073,"Piper","caldense","Brasil","Cubatão","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00143641/TileGroup0/0-0-0.jpg']"
21089,"Piper","arboreum","Brasil","Eldorado","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00092901/TileGroup0/0-0-0.jpg']"
21093,"Piper","hispidum","Brasil","Eldorado","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00108027/TileGroup0/0-0-0.jpg']"
21095,"Piper","gaudichaudianum","Brasil","Eldorado","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00108035/TileGroup0/0-0-0.jpg']"
21102,"Piper","arboreum","Brasil","Gália","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00142230/TileGroup0/0-0-0.jpg']"
21090,"Piper","chimonanthifolium","Brasil","Eldorado","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00099158/TileGroup0/0-0-0.jpg']"
21094,"Piper","hispidum","Brasil","Eldorado","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00114947/TileGroup0/0-0-0.jpg']"
21106,"Piper","macedoi","Brasil","Igarapava","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00098966/TileGroup0/0-0-0.jpg']"
21110,"Piper","macedoi","Brasil","Ilha Solteira","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00120442/TileGroup0/0-0-0.jpg']"
21189,"Piper","regnellii","Brasil","Ribeirão Preto","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00103167/TileGroup0/0-0-0.jpg']"
21122,"Piper","hispidum","Brasil","Itararé","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00137257/TileGroup0/0-0-0.jpg']"
21123,"Piper","amalago","Brasil","Itararé","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00148957/TileGroup0/0-0-0.jpg']"
21153,"Piper","glabratum","Brasil","Monte Alegre do Sul","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00101114/TileGroup0/0-0-0.jpg']"
21155,"Piper","crassinervium","Brasil","Monte Alegre do Sul","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00101112/TileGroup0/0-0-0.jpg']"
21146,"Piper","macedoi","Brasil","Mirassol","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00097354/TileGroup0/0-0-0.jpg']"
21156,"Piper","tectoniifolium","Brasil","Monteiro Lobato","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00061575/TileGroup0/0-0-0.jpg']"
21163,"Piper","macedoi","Brasil","Paulo de Faria","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00105763/TileGroup0/0-0-0.jpg']"
21264,"Piper","chimonanthifolium","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00166886/TileGroup0/0-0-0.jpg']"
21276,"Piper","lhotzkyanum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00102913/TileGroup0/0-0-0.jpg']"
21453,"Peperomia","corcovadensis","Brasil","Ubatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0105795/TileGroup0/0-0-0.jpg']"
21602,"Peperomia","urocarpa","Brasil","Petrópolis","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0110384/TileGroup0/0-0-0.jpg']"
24979,"Piper","arboreum","Brasil","","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP007631/TileGroup0/0-0-0.jpg']"
21986,"Piper","richardiifolium","Brasil","Santa Teresa","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0070909/TileGroup0/0-0-0.jpg']"
23001,"Piper","glabratum","Brasil","Uberlândia","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA099489/TileGroup0/0-0-0.jpg']"
22099,"Peperomia","blanda","Brasil","Brotas","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0011653/TileGroup0/0-0-0.jpg']"
36865,"Piper","lhotzkyanum","Brasil","Águas de Lindóia Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556823_01/TileGroup0/0-0-0.jpg']"
22735,"Piper","arboreum","Brasil","Santana do Pirapama.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA097748/TileGroup0/0-0-0.jpg']"
22968,"Piper","richardiifolium","Brasil","Lima Duarte","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA052574/TileGroup0/0-0-0.jpg']"
22995,"Piper","arboreum","Brasil","São João Nepomuceno","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA103688/TileGroup0/0-0-0.jpg']"
20431,"Piper","fuligineum","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00151401/TileGroup0/0-0-0.jpg']"
23728,"Piper","mollicomum","Brasil","Nazaré Paulista","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA031910/TileGroup0/0-0-0.jpg']"
23979,"Peperomia","tetraphylla","Brasil","Joaquim Felício","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA061084/TileGroup0/0-0-0.jpg']"
23904,"Peperomia","urocarpa","Brasil","Ribeirão Grande","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA084948/TileGroup0/0-0-0.jpg']"
25026,"Piper","lhotzkyanum","Brasil","Lavrinhas","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011240/TileGroup0/0-0-0.jpg']"
25104,"Piper","truncatum","Brasil","Rio de Janeiro","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011289/TileGroup0/0-0-0.jpg']"
25109,"Piper","lucaeanum","Brasil","Amparo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011244/TileGroup0/0-0-0.jpg']"
25076,"Piper","macedoi","Brasil","Ituiutaba","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001484/TileGroup0/0-0-0.jpg']"
25084,"Peperomia","decora","Brasil","São Tomé das Letras","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP010982/TileGroup0/0-0-0.jpg']"
25079,"Peperomia","blanda","Brasil","Paraisópolis","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP010619/TileGroup0/0-0-0.jpg']"
25100,"Piper","solmsianum","Brasil","Resende","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011282/TileGroup0/0-0-0.jpg']"
25126,"Piper","fuligineum","Brasil","Campinas","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011219/TileGroup0/0-0-0.jpg']"
25225,"Peperomia","galioides","Brasil","São João da Boa Vista","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP007615/TileGroup0/0-0-0.jpg']"
25150,"Peperomia","corcovadensis","Brasil","Cubatão","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP007611/TileGroup0/0-0-0.jpg']"
25161,"Piper","hispidum","Brasil","Iguape","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011246/TileGroup0/0-0-0.jpg']"
25188,"Piper","fuligineum","Brasil","Paraguaçu Paulista","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011220/TileGroup0/0-0-0.jpg']"
25208,"Piper","amalago","Brasil","Rio Claro","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP007629/TileGroup0/0-0-0.jpg']"
25223,"Piper","arboreum","Brasil","São Carlos","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP007632/TileGroup0/0-0-0.jpg']"
25193,"Piper","macedoi","Brasil","Pereira Barreto","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001486/TileGroup0/0-0-0.jpg']"
25191,"Piper","vicosanum","Brasil","Pariquera-Açu","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011293/TileGroup0/0-0-0.jpg']"
25207,"Piper","gaudichaudianum","Brasil","Rio Claro","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP007639/TileGroup0/0-0-0.jpg']"
25226,"Piper","solmsianum","Brasil","São José do Barreiro","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP007654/TileGroup0/0-0-0.jpg']"
25241,"Peperomia","blanda","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP007607/TileGroup0/0-0-0.jpg']"
25250,"Piper","crassinervium","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011200/TileGroup0/0-0-0.jpg']"
25258,"Peperomia","blanda","Brasil","São Sebastião","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP007606/TileGroup0/0-0-0.jpg']"
25249,"Peperomia","crinicaulis","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP010980/TileGroup0/0-0-0.jpg']"
25273,"Peperomia","urocarpa","Brasil","Ubatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011037/TileGroup0/0-0-0.jpg']"
25977,"Piper","hispidum","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002680/TileGroup0/0-0-0.jpg']"
26245,"Piper","hoffmannseggianum","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556696_01/TileGroup0/0-0-0.jpg']"
26377,"Peperomia","alata","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957067_01/TileGroup0/0-0-0.jpg']"
26401,"Peperomia","alata","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956867_01/TileGroup0/0-0-0.jpg']"
26582,"Peperomia","blanda","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956882_01/TileGroup0/0-0-0.jpg']"
26581,"Peperomia","blanda","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956881_01/TileGroup0/0-0-0.jpg']"
26613,"Peperomia","blanda","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956879_01/TileGroup0/0-0-0.jpg']"
30684,"Piper","amplum","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555759_01/TileGroup0/0-0-0.jpg']"
26813,"Peperomia","corcovadensis","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00214573_01/TileGroup0/0-0-0.jpg']"
26816,"Peperomia","corcovadensis","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956886_01/TileGroup0/0-0-0.jpg']"
20489,"Piper","hispidum","Brasil","Águas da Prata","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00098467/TileGroup0/0-0-0.jpg']"
26815,"Peperomia","corcovadensis","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956884_01/TileGroup0/0-0-0.jpg']"
26820,"Peperomia","corcovadensis","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956885_01/TileGroup0/0-0-0.jpg']"
26885,"Peperomia","decora","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956900_01/TileGroup0/0-0-0.jpg']"
27103,"Peperomia","galioides","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956928_01/TileGroup0/0-0-0.jpg']"
27119,"Peperomia","galioides","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956926_01/TileGroup0/0-0-0.jpg']"
27285,"Peperomia","glabella","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956943_01/TileGroup0/0-0-0.jpg']"
7765,"Piper","hispidum","Brasil","Campinas","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/UEC/UEC149924/TileGroup0/0-0-0.jpg']"
29264,"Peperomia","subrubrispica","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957013_01/TileGroup0/0-0-0.jpg']"
29269,"Peperomia","subrubrispica","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957010_01/TileGroup0/0-0-0.jpg']"
29268,"Peperomia","subrubrispica","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957009_01/TileGroup0/0-0-0.jpg']"
29436,"Peperomia","tetraphylla","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957040_02/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957040_01/TileGroup0/0-0-0.jpg']"
29270,"Peperomia","subrubrispica","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957012_02/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957012_01/TileGroup0/0-0-0.jpg']"
29439,"Peperomia","tetraphylla","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555288_01/TileGroup0/0-0-0.jpg']"
29440,"Peperomia","tetraphylla","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555291_01/TileGroup0/0-0-0.jpg']"
29653,"Peperomia","urocarpa","Brasil","Ubatuba Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555476_01/TileGroup0/0-0-0.jpg']"
30230,"Piper","aduncum","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957100_01/TileGroup0/0-0-0.jpg']"
30229,"Piper","aduncum","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957099_01/TileGroup0/0-0-0.jpg']"
30587,"Piper","amalago","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00778516_01/TileGroup0/0-0-0.jpg']"
30597,"Piper","amalago","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957147_01/TileGroup0/0-0-0.jpg']"
30638,"Piper","amalago","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00778543_01/TileGroup0/0-0-0.jpg']"
30729,"Piper","anisum","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957168_01/TileGroup0/0-0-0.jpg']"
30594,"Piper","amalago","Brasil","Monte Belo Mun.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01181425_01/TileGroup0/0-0-0.jpg']"
30640,"Piper","amalago","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00778545_01/TileGroup0/0-0-0.jpg']"
30679,"Piper","amplum","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555733_01/TileGroup0/0-0-0.jpg']"
30722,"Piper","anisum","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957159_01/TileGroup0/0-0-0.jpg']"
30728,"Piper","anisum","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957163_01/TileGroup0/0-0-0.jpg']"
30737,"Piper","anisum","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555800_01/TileGroup0/0-0-0.jpg']"
30744,"Piper","anisum","Brasil","","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555811_01/TileGroup0/0-0-0.jpg']"
30734,"Piper","anisum","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555790_01/TileGroup0/0-0-0.jpg']"
30747,"Piper","anisum","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555821_01/TileGroup0/0-0-0.jpg']"
30756,"Piper","anisum","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555834_01/TileGroup0/0-0-0.jpg']"
30867,"Piper","arboreum","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957216_01/TileGroup0/0-0-0.jpg']"
30899,"Piper","arboreum","Brasil","São Paulo Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01523011_01/TileGroup0/0-0-0.jpg']"
31017,"Piper","arboreum","Brasil","","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555989_01/TileGroup0/0-0-0.jpg']"
54876,"Piper","fuligineum","Brasil","Uberlândia","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/HUFU/HUFU00019814/TileGroup0/0-0-0.jpg']"
36860,"Piper","gaudichaudianum","Brasil","Viçosa Mun.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957442_01/TileGroup0/0-0-0.jpg']"
34212,"Piper","mollicomum","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557076_01/TileGroup0/0-0-0.jpg']"
