"seq","genus_trusted","specific_epithet_trusted","country_trusted","county","state_province","urls"
25821,"Piper","amalago","Brasil","Salvador","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002648/TileGroup0/0-0-0.jpg']"
25885,"Piper","arboreum","Brasil","Ilhéus","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002527/TileGroup0/0-0-0.jpg']"
25851,"Piper","amalago","Brasil","Cachoeira","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002634/TileGroup0/0-0-0.jpg']"
25865,"Piper","arboreum","Brasil","Ilhéus","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002508/TileGroup0/0-0-0.jpg']"
25896,"Piper","arboreum","Brasil","Ibicoara","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002524_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002524/TileGroup0/0-0-0.jpg']"
25927,"Piper","divaricatum","Brasil","Salvador","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002572/TileGroup0/0-0-0.jpg']"
25875,"Piper","arboreum","Brasil","Prado","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002522/TileGroup0/0-0-0.jpg']"
25869,"Piper","arboreum","Brasil","Andaraí","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002497_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002497/TileGroup0/0-0-0.jpg']"
25976,"Piper","hispidum","Brasil","Ilhéus","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002687/TileGroup0/0-0-0.jpg']"
26033,"Piper","umbellatum","Brasil","Arataca","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002720/TileGroup0/0-0-0.jpg']"
25983,"Piper","ilheusense","Brasil","Itanagra","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002696/TileGroup0/0-0-0.jpg']"
26026,"Piper","umbellatum","Brasil","Eunápolis","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002707_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002707/TileGroup0/0-0-0.jpg']"
26065,"Piper","amalago","Brasil","Itaberaba","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002655/TileGroup0/0-0-0.jpg']"
26084,"Piper","umbellatum","Brasil","Salvador","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002606/TileGroup0/0-0-0.jpg']"
26068,"Peperomia","magnoliifolia","Brasil","Itamaraju","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002318/TileGroup0/0-0-0.jpg']"
26076,"Peperomia","obtusifolia","Brasil","Lençóis","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002344_2/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002344_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002344/TileGroup0/0-0-0.jpg']"
26095,"Piper","hispidum","Brasil","São Francisco do Conde","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002686/TileGroup0/0-0-0.jpg']"
35454,"Piper","tuberculatum","Brasil","","Ceará","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021375_01/TileGroup0/0-0-0.jpg']"
31653,"Piper","caldense","Brasil","","Alagoas","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556029_01/TileGroup0/0-0-0.jpg']"
29429,"Peperomia","tetraphylla","Brasil","","Pernambuco","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555381_01/TileGroup0/0-0-0.jpg']"
29426,"Peperomia","tetraphylla","Brasil","","Pernambuco","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555325_01/TileGroup0/0-0-0.jpg']"
29141,"Peperomia","sincorana","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555180_01/TileGroup0/0-0-0.jpg']"
30388,"Piper","aduncum","Brasil","Porto Seguro Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00416366_01/TileGroup0/0-0-0.jpg']"
30584,"Piper","amalago","Brasil","Aurelino Leal Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00778523_01/TileGroup0/0-0-0.jpg']"
31089,"Piper","arboreum","Brasil","","Ceará","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957267_01/TileGroup0/0-0-0.jpg']"
36891,"Piper","arboreum","Brasil","Santa Cruz Cabrália Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555844_01/TileGroup0/0-0-0.jpg']"
36892,"Piper","aduncum","Brasil","Santa Cruz Cabrália Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555609_01/TileGroup0/0-0-0.jpg']"
36905,"Piper","amalago","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00778540_01/TileGroup0/0-0-0.jpg']"
36917,"Peperomia","glabella","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00559159_01/TileGroup0/0-0-0.jpg']"
32425,"Piper","divaricatum","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556274_01/TileGroup0/0-0-0.jpg']"
32430,"Piper","divaricatum","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556312_01/TileGroup0/0-0-0.jpg']"
33480,"Piper","ilheusense","Brasil","Ilhéus","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556745_01/TileGroup0/0-0-0.jpg']"
34517,"Piper","ovatum","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557123_01/TileGroup0/0-0-0.jpg']"
37478,"Piper","dilatatum","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556244_01/TileGroup0/0-0-0.jpg']"
36906,"Piper","arboreum","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555871_01/TileGroup0/0-0-0.jpg']"
35457,"Piper","tuberculatum","Brasil","","Maranhão","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01023518_01/TileGroup0/0-0-0.jpg']"
35577,"Piper","tuberculatum","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557339_01/TileGroup0/0-0-0.jpg']"
36920,"Peperomia","glabella","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00559166_01/TileGroup0/0-0-0.jpg']"
36924,"Piper","caldense","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556014_01/TileGroup0/0-0-0.jpg']"
36927,"Peperomia","glabella","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00559176_01/TileGroup0/0-0-0.jpg']"
37095,"Piper","dilatatum","Brasil","São Vicente Ferrer Mun.","Maranhão","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957365_01/TileGroup0/0-0-0.jpg']"
37120,"Piper","ovatum","Brasil","Una Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557133_01/TileGroup0/0-0-0.jpg']"
37172,"Piper","ovatum","Brasil","Jussari Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00862625_01/TileGroup0/0-0-0.jpg']"
37250,"Piper","arboreum","Brasil","Santa Cruz Cabrália Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555861_01/TileGroup0/0-0-0.jpg']"
37326,"Piper","dilatatum","Brasil","Balsas Mun.","Maranhão","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957372_01/TileGroup0/0-0-0.jpg']"
37334,"Piper","dilatatum","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556254_01/TileGroup0/0-0-0.jpg']"
37333,"Piper","divaricatum","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556289_01/TileGroup0/0-0-0.jpg']"
37335,"Piper","dilatatum","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556248_01/TileGroup0/0-0-0.jpg']"
37341,"Piper","divaricatum","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556282_01/TileGroup0/0-0-0.jpg']"
37379,"Piper","aduncum","Brasil","Camamu Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555628_01/TileGroup0/0-0-0.jpg']"
37398,"Piper","tuberculatum","Brasil","Carolina Mun.","Maranhão","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021391_01/TileGroup0/0-0-0.jpg']"
37448,"Piper","mollicomum","Brasil","Caruaru Mun.","Pernambuco","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557074_01/TileGroup0/0-0-0.jpg']"
37451,"Piper","caldense","Brasil","Caruaru Mun.","Pernambuco","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555998_01/TileGroup0/0-0-0.jpg']"
37452,"Piper","mollicomum","Brasil","Caruaru Mun.","Pernambuco","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557060_01/TileGroup0/0-0-0.jpg']"
37480,"Piper","aduncum","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555617_01/TileGroup0/0-0-0.jpg']"
37482,"Piper","dilatatum","Brasil","Ilhéus Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556241_01/TileGroup0/0-0-0.jpg']"
37534,"Piper","mollicomum","Brasil","Porto Seguro Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557007_01/TileGroup0/0-0-0.jpg']"
37530,"Piper","divaricatum","Brasil","Caravelas Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556295_01/TileGroup0/0-0-0.jpg']"
37763,"Peperomia","blanda","Brasil","Floresta Mun.","Pernambuco","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00558789_01/TileGroup0/0-0-0.jpg']"
37809,"Piper","arboreum","Brasil","Santa Cruz Cabrália Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555841_01/TileGroup0/0-0-0.jpg']"
37868,"Peperomia","obtusifolia","Brasil","Lençóis Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00687176_01/TileGroup0/0-0-0.jpg']"
38044,"Piper","amplum","Brasil","Santa Cruz Cabrália Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555720_01/TileGroup0/0-0-0.jpg']"
38062,"Piper","tuberculatum","Brasil","Lago do Junco Mun.","Maranhão","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021381_01/TileGroup0/0-0-0.jpg']"
38041,"Piper","arboreum","Brasil","Belmonte Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555881_01/TileGroup0/0-0-0.jpg']"
38095,"Piper","arboreum","Brasil","Itamaraju Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555847_01/TileGroup0/0-0-0.jpg']"
38131,"Peperomia","blanda","Brasil","Inajá Mun.","Pernambuco","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00558788_01/TileGroup0/0-0-0.jpg']"
38183,"Piper","aduncum","Brasil","Mucuri Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555626_01/TileGroup0/0-0-0.jpg']"
38226,"Peperomia","glabella","Brasil","Itamaraju Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00559193_01/TileGroup0/0-0-0.jpg']"
38557,"Piper","divaricatum","Brasil","Itabuna Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556280_01/TileGroup0/0-0-0.jpg']"
38561,"Piper","dilatatum","Brasil","Itacaré Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556252_01/TileGroup0/0-0-0.jpg']"
38668,"Piper","hispidum","Brasil","Porto Seguro Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556667_01/TileGroup0/0-0-0.jpg']"
38704,"Piper","ovatum","Brasil","Itabuna Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557113_01/TileGroup0/0-0-0.jpg']"
38690,"Piper","amplum","Brasil","Santa Cruz Cabrália Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555743_01/TileGroup0/0-0-0.jpg']"
38696,"Piper","amalago","Brasil","Una Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00778524_01/TileGroup0/0-0-0.jpg']"
38905,"Peperomia","tetraphylla","Brasil","Morro do Chapéu Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555242_01/TileGroup0/0-0-0.jpg']"
20204,"Piper","amalago","Brasil","Lençóis","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00129423/TileGroup0/0-0-0.jpg']"
38986,"Peperomia","magnoliifolia","Brasil","Santa Luzia Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00559433_01/TileGroup0/0-0-0.jpg']"
39182,"Piper","arboreum","Brasil","Recife Mun.","Pernambuco","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01738244_01/TileGroup0/0-0-0.jpg']"
39307,"Peperomia","oreophila","Brasil","Rio de Contas Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00559527_01/TileGroup0/0-0-0.jpg']"
39310,"Peperomia","oreophila","Brasil","Rio de Contas Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00559533_01/TileGroup0/0-0-0.jpg']"
39407,"Piper","ovatum","Brasil","Porto Seguro Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557098_01/TileGroup0/0-0-0.jpg']"
39458,"Piper","caldense","Brasil","Cairu Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556031_01/TileGroup0/0-0-0.jpg']"
39460,"Piper","ilheusense","Brasil","Una Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556755_01/TileGroup0/0-0-0.jpg']"
39457,"Piper","arboreum","Brasil","Cairu Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555852_01/TileGroup0/0-0-0.jpg']"
39538,"Peperomia","obtusifolia","Brasil","Porto Seguro Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00559514_01/TileGroup0/0-0-0.jpg']"
39532,"Piper","caldense","Brasil","Una Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556024_01/TileGroup0/0-0-0.jpg']"
40026,"Piper","amplum","Brasil","Almadina Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555744_01/TileGroup0/0-0-0.jpg']"
40057,"Piper","amplum","Brasil","Jussari Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555760_01/TileGroup0/0-0-0.jpg']"
40092,"Piper","ilheusense","Brasil","Porto Seguro Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556760_01/TileGroup0/0-0-0.jpg']"
40105,"Piper","ilheusense","Brasil","Una Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556744_01/TileGroup0/0-0-0.jpg']"
40260,"Piper","hispidum","Brasil","Barra do Choça Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01280760_01/TileGroup0/0-0-0.jpg']"
40259,"Piper","mollicomum","Brasil","Barra do Choça Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557042_01/TileGroup0/0-0-0.jpg']"
40276,"Peperomia","magnoliifolia","Brasil","Santa Luzia Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00416369_01/TileGroup0/0-0-0.jpg']"
40481,"Peperomia","tetraphylla","Brasil","Morro do Chapéu Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555240_01/TileGroup0/0-0-0.jpg']"
40505,"Peperomia","sincorana","Brasil","Lençóis Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555179_01/TileGroup0/0-0-0.jpg']"
40494,"Peperomia","sincorana","Brasil","Palmeiras Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555178_01/TileGroup0/0-0-0.jpg']"
40591,"Peperomia","glabella","Brasil","Morro do Chapéu Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00559183_01/TileGroup0/0-0-0.jpg']"
40909,"Piper","arboreum","Brasil","Campo do Brito","Sergipe","['https://storage.googleapis.com/cria-zoomify/herbaria/ASE/ASE0004234/TileGroup0/0-0-0.jpg']"
19961,"Peperomia","sincorana","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00048623/TileGroup0/0-0-0.jpg']"
43201,"Peperomia","glabella","Brasil","","Ceará","['https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0012278_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0012278/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0012278_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0012278/TileGroup0/0-0-0.jpg']"
43693,"Piper","aduncum","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0161273_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0161273/TileGroup0/0-0-0.jpg']"
43818,"Piper","amalago","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0161280_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0161280/TileGroup0/0-0-0.jpg']"
21954,"Piper","mollicomum","Brasil","","Ceará","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0134441/TileGroup0/0-0-0.jpg']"
45192,"Piper","tuberculatum","Brasil","","Maranhão","['https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0116468_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0116468/TileGroup0/0-0-0.jpg']"
45239,"Piper","tuberculatum","Brasil","Caxias","Maranhão","['https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0012304_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0012304/TileGroup0/0-0-0.jpg']"
45229,"Piper","tuberculatum","Brasil","","Maranhão","['https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0116350_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0116350/TileGroup0/0-0-0.jpg']"
45230,"Piper","tuberculatum","Brasil","","Maranhão","['https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0116554_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0116554_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0116554/TileGroup0/0-0-0.jpg']"
9352,"Peperomia","obtusifolia","Brasil","Porto Seguro","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM175482/TileGroup0/0-0-0.jpg']"
9351,"Peperomia","magnoliifolia","Brasil","Porto Seguro","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM175483_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM175483/TileGroup0/0-0-0.jpg']"
2078,"Peperomia","tetraphylla","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1572105/TileGroup0/0-0-0.jpg']"
4002,"Piper","divaricatum","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1483800/TileGroup0/0-0-0.jpg']"
4951,"Piper","ilheusense","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1482968/TileGroup0/0-0-0.jpg']"
4936,"Piper","ilheusense","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1482967/TileGroup0/0-0-0.jpg']"
6234,"Piper","amalago","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1490159/TileGroup0/0-0-0.jpg']"
6627,"Peperomia","tetraphylla","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1572103/TileGroup0/0-0-0.jpg']"
8125,"Peperomia","magnoliifolia","Brasil","Ilhéus","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/UEC/UEC149497/TileGroup0/0-0-0.jpg']"
11146,"Peperomia","obtusifolia","Brasil","Lençóis","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/UPCB/UPCB0041313/TileGroup0/0-0-0.jpg']"
20257,"Piper","amplum","Brasil","Itacaré","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00234127/TileGroup0/0-0-0.jpg']"
20497,"Piper","ilheusense","Brasil","Murici","Alagoas","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00081343/TileGroup0/0-0-0.jpg']"
20704,"Peperomia","blanda","Brasil","Palmeiras","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00123468/TileGroup0/0-0-0.jpg']"
20312,"Piper","arboreum","Brasil","Mascote","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00188002/TileGroup0/0-0-0.jpg']"
19960,"Peperomia","sincorana","Brasil","Lençóis","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00048617/TileGroup0/0-0-0.jpg']"
20334,"Piper","caldense","Brasil","Camacan","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00181793/TileGroup0/0-0-0.jpg']"
19820,"Peperomia","blanda","Brasil","Palmeiras","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00105070/TileGroup0/0-0-0.jpg']"
19823,"Peperomia","blanda","Brasil","Abaíra","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00091718/TileGroup0/0-0-0.jpg']"
19921,"Peperomia","obtusifolia","Brasil","Lençóis","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00104361/TileGroup0/0-0-0.jpg']"
19924,"Peperomia","obtusifolia","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00048626/TileGroup0/0-0-0.jpg']"
19973,"Peperomia","tetraphylla","Brasil","Palmeiras","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00105066/TileGroup0/0-0-0.jpg']"
19979,"Peperomia","tetraphylla","Brasil","Piatã","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00124033/TileGroup0/0-0-0.jpg']"
19976,"Peperomia","tetraphylla","Brasil","Morro do Chapéu","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00115894/TileGroup0/0-0-0.jpg']"
19982,"Peperomia","tetraphylla","Brasil","Morro do Chapéu","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00129094/TileGroup0/0-0-0.jpg']"
19935,"Peperomia","oreophila","Brasil","Rio de Contas","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00079233/TileGroup0/0-0-0.jpg']"
19938,"Peperomia","oreophila","Brasil","Rio de Contas","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00079236/TileGroup0/0-0-0.jpg']"
19972,"Peperomia","tetraphylla","Brasil","Palmeiras","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00104251/TileGroup0/0-0-0.jpg']"
19977,"Peperomia","tetraphylla","Brasil","Morro do Chapéu","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00117209/TileGroup0/0-0-0.jpg']"
19993,"Peperomia","tetraphylla","Brasil","Abaíra","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00165796/TileGroup0/0-0-0.jpg']"
20198,"Piper","aduncum","Brasil","Algodão","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00097831/TileGroup0/0-0-0.jpg']"
20314,"Piper","arboreum","Brasil","Arataca","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00234125/TileGroup0/0-0-0.jpg']"
20230,"Piper","amalago","Brasil","Itamaraju","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00089833/TileGroup0/0-0-0.jpg']"
20273,"Piper","arboreum","Brasil","Barreiras","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00200687/TileGroup0/0-0-0.jpg']"
20286,"Piper","arboreum","Brasil","Una","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00064107/TileGroup0/0-0-0.jpg']"
20301,"Piper","arboreum","Brasil","Andaraí","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00130136/TileGroup0/0-0-0.jpg']"
20307,"Piper","arboreum","Brasil","Itamaraju","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00089826/TileGroup0/0-0-0.jpg']"
20272,"Piper","arboreum","Brasil","Una","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00196143/TileGroup0/0-0-0.jpg']"
20285,"Piper","arboreum","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00048627/TileGroup0/0-0-0.jpg']"
20308,"Piper","arboreum","Brasil","Aurelino Leal","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00094089/TileGroup0/0-0-0.jpg']"
20319,"Piper","arboreum","Brasil","Bom Jardim","Maranhão","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00122975/TileGroup0/0-0-0.jpg']"
